	address	attributes	AcceptsInsurance	AgesAllowed	Alcohol	Ambience	BYOB	BYOBCorkage	BestNights	BikeParking	BusinessAcceptsBitcoin	BusinessAcceptsCreditCards	BusinessParking	ByAppointmentOnly	Caters	CoatCheck	Corkage	DietaryRestrictions	DogsAllowed	DriveThru	GoodForDancing	GoodForKids	GoodForMeal	HairSpecializesIn	HappyHour	HasTV	Music	NoiseLevel	Open24Hours	OutdoorSeating	RestaurantsAttire	RestaurantsCounterService	RestaurantsDelivery	RestaurantsGoodForGroups	RestaurantsPriceRange2	RestaurantsReservations	RestaurantsTableService	RestaurantsTakeOut	Smoking	WheelchairAccessible	WiFi	business_id	categories	city	hours	Friday	Monday	Saturday	Sunday	Thursday	Tuesday	Wednesday	is_open	latitude	longitude	name	neighborhood	postal_code	review_count	stars	state	cuisine
12461	6593 Las Vegas Blvd S, Ste 222				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True		True	{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': True}		False	False			True		True	False	{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}		True	True	{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': True, 'video': False, 'jukebox': False}	loud		True	casual		True	True	2	True	True	True	outdoor	True	free	km5aBHRss5ir_B0jvEErzQ	Irish Pub, Nightlife, Dive Bars, Irish, Restaurants, Bars, American (New), Mediterranean, American (Traditional)	Las Vegas		11:0-4:0	15:0-0:0	11:0-4:0	11:0-0:0	15:0-2:0	15:0-0:0	15:0-0:0	1	36.0683598964	-115.177980123	McFadden's Restaurant and Saloon	Southeast	89119	412	2.0	NV	american
12828	4570 W Sahara Ave				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}			{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}	True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False	False				False	False	True	{'dessert': True, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}		True	True	{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}	average		True	casual		False	True	2	True	True	True	no	True	no	U9nXdynQ2YR5xYx8tM3S7w	Wine Bars, Nightlife, Bars, American (Traditional), Burgers, Restaurants, American (New)	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.1448718	-115.2023475	TGI Fridays	Westside	89102	207	2.5	NV	american
12875	333 S Valley View Blvd				beer_and_wine							True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}									True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}							True	casual		False	True	2	False	False	True		True		2BbFeotL85cIaBjSq1SWiA	American (New), Restaurants	Las Vegas		11:0-15:0	11:0-15:0	11:0-18:0	11:0-18:0	11:0-15:0	11:0-15:0	11:0-15:0	0	36.1680995	-115.1922304	Springs Cafe by Wolfgang Puck	Westside	89107	23	2.5	NV	american
13009	3645 S Town Center Dr, Ste 102				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True	False	True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		True							True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}			False		quiet		True	casual		False	True	2	False	False	True		True	free	YCEZLECK9IToE8Mysorbhw	Restaurants, Breakfast & Brunch, American (New)	Las Vegas		7:0-20:0	7:0-20:0	7:0-20:0	7:0-20:0	7:0-20:0	7:0-20:0	7:0-20:0	1	36.1242687	-115.3254095	Daily Kitchen Modern Eatery and Rotisserie	South Summerlin	89135	215	3.5	NV	american
13731	1455 E Tropicana Ave																																									CqxDQPhltNo6wkkCWww80Q	Burgers, American (New), Restaurants	Las Vegas									1	36.1006067	-115.1333079	Moe's Meaty Messy Meals	University	89119	4	3.0	NV	american
13896	2010 Festival Plaza Dr, Ste 170				beer_and_wine	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': True}				False		True	{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}		True							True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': True}			True		average		True	casual		True	True	2	False	False	True		True	free	j4F5LtyQ3_dKLJbIEkwFpQ	Breakfast & Brunch, Restaurants, American (New)	Las Vegas		9:0-21:0	9:0-21:0	9:0-21:0	9:0-21:0	9:0-21:0	9:0-21:0	9:0-21:0	1	36.149159	-115.333188	SkinnyFATS	South Summerlin	89135	136	4.0	NV	american
13923	2210 Las Vegas Blvd S				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False					False		True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}			False		average		False	casual		False	True	2	False	True	True		True	no	kJ_Rke1dt9zpbJp9lX6sXw	American (Traditional), Breakfast & Brunch, Restaurants, American (New), Burgers	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.14579	-115.15632	IHOP	The Strip	89104	118	2.5	NV	american
13993	Fashion Show Mall, 3200 Las Vegas Blvd, Ste1850				beer_and_wine	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				False		True	{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}		True							True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}			True		average		False	casual		False	False	2	False	True	True			no	T70pMoTP008qYLsIvFCXdQ	Restaurants, American (New), Vegan, Food, Coffee & Tea	Las Vegas		9:0-21:0	9:0-21:0	9:0-21:0	10:0-19:0	9:0-21:0	9:0-21:0	9:0-21:0	0	36.1274875339	-115.171931875	Red Velvet Café	The Strip	89109	185	3.5	NV	american
14283	The Venetian Resort Hotel Casino, 3355 Las Vegas Blvd. S				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				False		True	{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}		False					False		True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}			False		very_loud		False	casual		False	True	2	False	False	True		True	free	b24sTA2JkHB4joNlNkBkfQ	Italian, Sandwiches, American (New), Burgers, Restaurants	Las Vegas									0	36.121558	-115.169758	San Gennaro Grill	The Strip	89109	37	3.0	NV	american
14355	2620 Regatta Dr, Ste 117				full_bar	{'romantic': True, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}						True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		True							False	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}			True		average		True	casual		False	True	3	True	True	True		True	no	GwKFPfQA5kYcVSnPBpjtzg	American (New), Restaurants	Las Vegas									0	36.2074847	-115.2682033	Garfield's Restaurant	Summerlin	89128	73	3.0	NV	american
14629	4111 Boulder Hwy				beer_and_wine	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				False		True	{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False					False		True	{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': True}			True		average		False	casual		False	True	2	False	True	True			free	X6DR-xr0rQKnxl9jeZWFzw	American (New), Breakfast & Brunch, Burgers, Restaurants, Cafes	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.1337103	-115.0850568	Grand Café		89121	87	3.0	NV	american
14634	5355 S Decatur Blvd				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}			{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}	False		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False	False					False	False	{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False}		True	True	{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': True}	average		False	casual		False	True	2	False	True	True	yes		free	5D3cAYturwbEqnj52b1Tmw	American (New), Pizza, Breakfast & Brunch, Pubs, Bars, Sports Bars, Nightlife, Restaurants	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.092147	-115.2085074	PT's		89118	41	3.0	NV	american
14769	8850 W Charleston Blvd				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': True}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		True							True	{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}			False		average		True	casual		False	True	1	False	False	True			no	Ye4uQAkfHbh8w0cCXCCLjQ	Soup, Salad, Restaurants, Sandwiches, American (New)	Las Vegas		11:0-22:0	11:0-21:0	11:0-22:0		11:0-21:0	11:0-21:0	11:0-21:0	1	36.1595101	-115.2886523	Café Zupas	Westside	89117	99	3.5	NV	american
15368	4500 W Tropicana Ave				beer_and_wine	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				False		True	{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False					False		True	{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': True}			False		average		False	casual		False	True	2	False	True	False			no	kajp1s8tu9B59OyyHoBExg	American (New), Burgers, Cafes, Breakfast & Brunch, Restaurants	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.1029224814	-115.201836117	Copper Whisk Café		89103	82	3.5	NV	american
15573	221 N Rampart Blvd				full_bar	{'romantic': True, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}				False		True	{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': True}						False			True	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}			True		average		True	casual		False	True	2	True	True	False		True	paid	PG9I7ZfeXV4UKVXo-yciLw	American (New), Restaurants, Breakfast & Brunch	Las Vegas		6:0-11:0	6:0-11:0	6:0-12:0	6:0-13:0	6:0-11:0	6:0-11:0	6:0-11:0	0	36.1758105371	-115.291447957	Ceres	Westside	89145	31	3.0	NV	american
15858	99 Convention Center Dr				full_bar	{'romantic': True, 'intimate': True, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}			{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': False}	True	False	True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}		True	False			False		False	False	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}		True	True	{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}	quiet		True	dressy		False	True	3	True	True	True	no	True	free	lTixk1IT-D4hoMZ6LgoyHQ	Restaurants, American (New), Cocktail Bars, Steakhouses, Nightlife, Bars	Las Vegas		17:0-23:0	17:0-22:0	17:0-23:0	17:0-22:0	17:0-22:0	17:0-22:0	17:0-22:0	1	36.132034	-115.1626637	The Barrymore	The Strip	89109	867	4.0	NV	american
16227	7010 N Durango Dr, Ste 140				beer_and_wine	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True	False	True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}	False	True				True			True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': True}			True		average		True	casual		False	True	2	False	False	True		True	free	b1WGIdd_oSwGYZtC769Shw	Food, American (New), Breakfast & Brunch, Restaurants, Juice Bars & Smoothies, Sandwiches	Las Vegas		7:0-21:0	7:0-21:0	7:0-21:0	7:0-21:0	7:0-21:0	7:0-21:0	7:0-21:0	1	36.2884223309	-115.286549547	Rachel's Kitchen	Centennial	89149	335	4.0	NV	american
16273	2620 Regatta Dr				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}				True		True	{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}		True							True	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}			True		quiet		True	casual		False	True	2	True	True	False			free	fVx43mUNg0JkVVpElFtrVw	Cuban, American (New), Seafood, Latin American, Restaurants	Las Vegas		11:0-22:0	11:0-22:0	9:30-23:0		11:0-22:0	11:0-22:0	11:0-22:0	0	36.2074847	-115.2682033	Latin Fish	Summerlin	89128	14	4.0	NV	american
16940	4213 W Sahara Ave				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}			{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}	True		True	{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}			False			False		True				True	True	{'dj': True, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}	average		True				True	1	False			yes	True	free	J5ylw6DXGmQ6hM06Ne3XHw	Lounges, Bars, Restaurants, American (New), Karaoke, Gay Bars, Nightlife	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.1439891	-115.1976095	The Phoenix Bar & Lounge	Westside	89102	90	4.0	NV	american
17138	Luxor Hotel and Casino Food Court, 3900 Las Vegas Blvd S				beer_and_wine	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				False		True	{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}		False							True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}			False		average		False	casual		False	True	2	False	False	True		True	no	MnYGGxWpMyQ7oncUPjbEmw	Restaurants, Cheesesteaks, American (New), Comfort Food, Hot Dogs	Las Vegas									1	36.095424	-115.175922	Nathan's Famous	The Strip	89109	104	3.0	NV	american
17294	Aria Resort & Casino, 3736 Las Vegas Blvd S				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': True, 'casual': False}						True	{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}		False							False	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}			True		average		False	dressy		False	True	4	True	True	False		True	no	2mfBO8iZ5E_ULmcxEXqOrw	Restaurants, American (New), Steakhouses	Las Vegas		17:0-23:0	17:0-22:0	17:0-23:0	17:0-22:0	17:0-23:0	17:0-22:0	17:0-22:0	0	36.128561	-115.1711298	Union Restaurant & Lounge	The Strip	89109	56	3.0	NV	american
17480	8125 W Sahara Ave, Ste 110				full_bar	{'romantic': True, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}	False	no				True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False		True					False	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}			False		average		False	dressy		False	True	3	True	True	True		True	no	3m2XZFVraCiqjgLxHi5MdA	Restaurants, American (New)	Las Vegas		17:30-22:0	17:30-22:0	17:30-22:0	17:30-22:0	17:30-22:0	17:30-22:0	17:30-22:0	0	36.1427696	-115.2692867	Rosemary's Restaurant	Westside	89117	323	4.5	NV	american
18108	8584 W Lake Mead Blvd				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}			{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}	False		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False	False					False	False	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}		True	True	{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': True}	average		False	casual		False	True	1	False	False	False	yes		free	rHmILK3NBQWiRQMr9Sk8ew	Nightlife, Restaurants, Sports Bars, Pubs, American (New), Bars, American (Traditional)	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.1996798	-115.281979	Pt's Pub	Summerlin	89128	26	4.0	NV	american
18147	Aria Resort and Casino, 3738 Las Vegas Blvd S				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}			{'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}			True	{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}			False				False	False	False	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}		True	True	{'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}	average		False	casual		False	True	2	True	True	True	no	True	free	swl9MCD8CU7kbNvn0L4SJg	American (New), Nightlife, Sports Bars, Burgers, Restaurants, Bars	Las Vegas		11:0-23:30	11:0-22:30	11:0-23:30	11:0-22:30	11:0-22:30	11:0-22:30	11:0-22:30	0	36.128561	-115.1711298	Skybox Sports Bar & Grill	The Strip	89109	66	3.0	NV	american
